kod_cast,radon,populace,okres,kraj
192309,3.0,57.0,Benešov,Středočeský kraj
401161,3.0,6.0,Benešov,Středočeský kraj
401170,3.0,7.0,Benešov,Středočeský kraj
190136,3.0,30.0,Benešov,Středočeský kraj
401137,3.0,11.0,Benešov,Středočeský kraj
401145,3.0,6.0,Benešov,Středočeský kraj
196037,1.0,75.0,Beroun,Středočeský kraj
054402,2.0,1074.0,Beroun,Středočeský kraj
081884,2.0,130.0,Beroun,Středočeský kraj
050571,2.0,451.0,Beroun,Středočeský kraj
002305,3.0,54.0,Benešov,Středočeský kraj
049255,1.0,1238.0,Beroun,Středočeský kraj
017311,1.0,439.0,Beroun,Středočeský kraj
055441,1.0,1300.0,Beroun,Středočeský kraj
014605,1.0,338.0,Beroun,Středočeský kraj
401404,3.0,42.0,Benešov,Středočeský kraj
400939,3.0,1.0,Benešov,Středočeský kraj
190101,3.0,9.0,Benešov,Středočeský kraj
192325,3.0,52.0,Benešov,Středočeský kraj
190128,3.0,28.0,Benešov,Středočeský kraj
401153,3.0,0.0,Benešov,Středočeský kraj
402095,1.0,12755.0,Kolín,Středočeský kraj
402117,1.0,5218.0,Kolín,Středočeský kraj
402133,1.0,406.0,Kolín,Středočeský kraj
068241,1.0,787.0,Kolín,Středočeský kraj
042374,1.0,778.0,Kladno,Středočeský kraj
083135,1.0,69.0,Kladno,Středočeský kraj
116980,1.0,850.0,Kladno,Středočeský kraj
190454,1.0,179.0,Kladno,Středočeský kraj
190462,1.0,312.0,Kladno,Středočeský kraj
197556,1.0,80.0,Kladno,Středočeský kraj
078719,1.0,622.0,Kladno,Středočeský kraj
028304,1.0,285.0,Kladno,Středočeský kraj
179370,1.0,997.0,Kladno,Středočeský kraj
068250,1.0,81.0,Kolín,Středočeský kraj
159891,1.0,602.0,Kladno,Středočeský kraj
195014,1.0,783.0,Mladá Boleslav,Středočeský kraj
091979,3.0,272.0,Benešov,Středočeský kraj
401188,3.0,21.0,Benešov,Středočeský kraj
009539,1.0,1118.0,Kladno,Středočeský kraj
118354,1.0,201.0,Kladno,Středočeský kraj
094102,1.0,336.0,Kutná Hora,Středočeský kraj
146293,1.0,363.0,Kladno,Středočeský kraj
402109,2.0,3552.0,Kolín,Středočeský kraj
065161,2.0,2059.0,Kladno,Středočeský kraj
068055,2.0,38.0,Kladno,Středočeský kraj
068063,2.0,32.0,Kladno,Středočeský kraj
040223,2.0,150.0,Kladno,Středočeský kraj
162787,2.0,137.0,Kladno,Středočeský kraj
013820,2.0,175.0,Kladno,Středočeský kraj
197521,2.0,71.0,Kladno,Středočeský kraj
149535,2.0,467.0,Kladno,Středočeský kraj
192422,2.0,204.0,Beroun,Středočeský kraj
068047,2.0,514.0,Kladno,Středočeský kraj
019321,2.0,365.0,Kladno,Středočeský kraj
197548,1.0,86.0,Kladno,Středočeský kraj
300039,1.0,23.0,Kladno,Středočeský kraj
020648,1.0,137.0,Kladno,Středočeský kraj
132942,2.0,892.0,Beroun,Středočeský kraj
125989,2.0,1559.0,Kolín,Středočeský kraj
066648,2.0,597.0,Kolín,Středočeský kraj
020630,2.0,542.0,Kladno,Středočeský kraj
009288,2.0,1427.0,Kladno,Středočeský kraj
103357,2.0,292.0,Beroun,Středočeský kraj
182273,2.0,2811.0,Kladno,Středočeský kraj
003191,2.0,90.0,Kladno,Středočeský kraj
033057,2.0,42.0,Kladno,Středočeský kraj
045578,2.0,522.0,Kladno,Středočeský kraj
066796,2.0,280.0,Kladno,Středočeský kraj
033073,2.0,253.0,Kladno,Středočeský kraj
149501,2.0,110.0,Kladno,Středočeský kraj
168815,2.0,154.0,Kladno,Středočeský kraj
059161,2.0,166.0,Kladno,Středočeský kraj
196045,2.0,306.0,Beroun,Středočeský kraj
120545,2.0,788.0,Kladno,Středočeský kraj
071072,2.0,120.0,Beroun,Středočeský kraj
197513,1.0,133.0,Kladno,Středočeský kraj
004197,1.0,196.0,Kladno,Středočeský kraj
048887,1.0,2061.0,Kladno,Středočeský kraj
090522,1.0,575.0,Kladno,Středočeský kraj
009296,1.0,21.0,Kladno,Středočeský kraj
170534,1.0,441.0,Kladno,Středočeský kraj
195910,1.0,186.0,Kladno,Středočeský kraj
402061,1.0,1135.0,Kladno,Středočeský kraj
080926,1.0,675.0,Kladno,Středočeský kraj
048895,1.0,41.0,Kladno,Středočeský kraj
028509,1.0,412.0,Kladno,Středočeský kraj
088943,1.0,82.0,Kladno,Středočeský kraj
190446,1.0,112.0,Kladno,Středočeský kraj
055450,1.0,73.0,Beroun,Středočeský kraj
061671,1.0,1195.0,Kladno,Středočeský kraj
402036,1.0,717.0,Kladno,Středočeský kraj
171379,1.0,310.0,Kolín,Středočeský kraj
004120,1.0,122.0,Kutná Hora,Středočeský kraj
028681,1.0,129.0,Kladno,Středočeský kraj
033065,1.0,292.0,Kladno,Středočeský kraj
402079,1.0,13728.0,Kladno,Středočeský kraj
032514,1.0,190.0,Kladno,Středočeský kraj
047261,1.0,103.0,Kladno,Středočeský kraj
045926,1.0,1562.0,Kladno,Středočeský kraj
402001,1.0,34972.0,Kladno,Středočeský kraj
402010,1.0,2678.0,Kladno,Středočeský kraj
185566,1.0,624.0,Kladno,Středočeský kraj
178306,1.0,1853.0,Kladno,Středočeský kraj
402028,1.0,5038.0,Kladno,Středočeský kraj
018121,1.0,784.0,Kladno,Středočeský kraj
066800,2.0,243.0,Kladno,Středočeský kraj
160806,2.0,724.0,Kladno,Středočeský kraj
193330,2.0,1677.0,Kladno,Středočeský kraj
066443,2.0,107.0,Kladno,Středočeský kraj
192988,2.0,213.0,Kladno,Středočeský kraj
149519,2.0,27.0,Kladno,Středočeský kraj
159964,1.0,530.0,Beroun,Středočeský kraj
090557,1.0,267.0,Kladno,Středočeský kraj
121754,1.0,636.0,Kladno,Středočeský kraj
079618,2.0,585.0,Kladno,Středočeský kraj
194107,2.0,885.0,Kladno,Středočeský kraj
158313,2.0,485.0,Kladno,Středočeský kraj
152994,2.0,410.0,Kladno,Středočeský kraj
047252,2.0,153.0,Kladno,Středočeský kraj
009571,2.0,126.0,Kladno,Středočeský kraj
009580,2.0,72.0,Kladno,Středočeský kraj
005592,2.0,286.0,Kladno,Středočeský kraj
057631,2.0,22.0,Kladno,Středočeský kraj
162779,2.0,63.0,Kladno,Středočeský kraj
065170,2.0,424.0,Kladno,Středočeský kraj
003204,2.0,298.0,Kladno,Středočeský kraj
193313,2.0,67.0,Kladno,Středočeský kraj
402044,2.0,246.0,Kladno,Středočeský kraj
068632,2.0,23.0,Beroun,Středočeský kraj
032719,2.0,1044.0,Kladno,Středočeský kraj
155799,2.0,141.0,Kladno,Středočeský kraj
401986,2.0,174.0,Beroun,Středočeský kraj
076309,1.0,121.0,Nymburk,Středočeský kraj
023957,1.0,858.0,Mladá Boleslav,Středočeský kraj
048054,1.0,753.0,Mladá Boleslav,Středočeský kraj
121975,1.0,257.0,Mladá Boleslav,Středočeský kraj
017175,1.0,1354.0,Mělník,Středočeský kraj
112747,1.0,174.0,Nymburk,Středočeský kraj
006921,1.0,247.0,Mladá Boleslav,Středočeský kraj
172260,1.0,181.0,Mladá Boleslav,Středočeský kraj
174297,1.0,281.0,Nymburk,Středočeský kraj
031879,1.0,99.0,Mladá Boleslav,Středočeský kraj
009504,1.0,94.0,Mladá Boleslav,Středočeský kraj
014150,1.0,36.0,Mělník,Středočeský kraj
048739,1.0,227.0,Mladá Boleslav,Středočeský kraj
052761,1.0,36.0,Mělník,Středočeský kraj
018058,1.0,147.0,Mladá Boleslav,Středočeský kraj
067997,1.0,187.0,Mělník,Středočeský kraj
068004,1.0,43.0,Mělník,Středočeský kraj
142697,1.0,147.0,Nymburk,Středočeský kraj
142671,1.0,46.0,Nymburk,Středočeský kraj
136662,1.0,66.0,Mladá Boleslav,Středočeský kraj
017841,1.0,1148.0,Mělník,Středočeský kraj
028673,1.0,351.0,Mělník,Středočeský kraj
045322,1.0,311.0,Mělník,Středočeský kraj
152846,1.0,518.0,Mělník,Středočeský kraj
402834,1.0,19.0,Mladá Boleslav,Středočeský kraj
187551,1.0,391.0,Nymburk,Středočeský kraj
147168,1.0,729.0,Mladá Boleslav,Středočeský kraj
402907,1.0,13944.0,Nymburk,Středočeský kraj
185256,1.0,670.0,Mělník,Středočeský kraj
142689,1.0,1293.0,Nymburk,Středočeský kraj
066915,1.0,57.0,Nymburk,Středočeský kraj
137081,1.0,55.0,Mladá Boleslav,Středočeský kraj
048640,1.0,578.0,Nymburk,Středočeský kraj
196789,1.0,384.0,Mladá Boleslav,Středočeský kraj
097560,1.0,112.0,Mladá Boleslav,Středočeský kraj
015059,1.0,373.0,Nymburk,Středočeský kraj
145173,1.0,550.0,Mělník,Středočeský kraj
402699,1.0,2238.0,Mladá Boleslav,Středočeský kraj
179540,1.0,181.0,Mělník,Středočeský kraj
100285,1.0,20.0,Mělník,Středočeský kraj
028134,1.0,107.0,Mladá Boleslav,Středočeský kraj
042480,1.0,173.0,Mladá Boleslav,Středočeský kraj
042498,1.0,16.0,Mladá Boleslav,Středočeský kraj
152331,1.0,17.0,Mladá Boleslav,Středočeský kraj
152340,1.0,111.0,Mladá Boleslav,Středočeský kraj
152358,1.0,43.0,Mladá Boleslav,Středočeský kraj
152366,1.0,51.0,Mladá Boleslav,Středočeský kraj
181684,1.0,164.0,Mělník,Středočeský kraj
145921,1.0,3271.0,Nymburk,Středočeský kraj
028657,1.0,1099.0,Mělník,Středočeský kraj
067911,1.0,75.0,Mladá Boleslav,Středočeský kraj
186104,1.0,543.0,Nymburk,Středočeský kraj
111988,1.0,167.0,Nymburk,Středočeský kraj
070629,1.0,1403.0,Nymburk,Středočeský kraj
402702,1.0,3875.0,Mladá Boleslav,Středočeský kraj
070866,1.0,4.0,Nymburk,Středočeský kraj
051845,1.0,462.0,Mělník,Středočeský kraj
402621,1.0,3554.0,Mladá Boleslav,Středočeský kraj
320871,1.0,56.0,Mladá Boleslav,Středočeský kraj
067067,1.0,92.0,Mladá Boleslav,Středočeský kraj
028665,1.0,55.0,Mělník,Středočeský kraj
174289,1.0,17.0,Nymburk,Středočeský kraj
003174,1.0,61.0,Nymburk,Středočeský kraj
030198,1.0,350.0,Mladá Boleslav,Středočeský kraj
061271,1.0,72.0,Mladá Boleslav,Středočeský kraj
108821,1.0,1081.0,Mělník,Středočeský kraj
402486,1.0,78.0,Mělník,Středočeský kraj
070637,1.0,114.0,Nymburk,Středočeský kraj
003158,1.0,52.0,Nymburk,Středočeský kraj
100277,1.0,1221.0,Mělník,Středočeský kraj
183733,1.0,202.0,Mladá Boleslav,Středočeský kraj
402541,1.0,64.0,Mělník,Středočeský kraj
133124,1.0,94.0,Mladá Boleslav,Středočeský kraj
070858,1.0,223.0,Nymburk,Středočeský kraj
032140,1.0,497.0,Mladá Boleslav,Středočeský kraj
070645,1.0,99.0,Nymburk,Středočeský kraj
146641,1.0,18.0,Mělník,Středočeský kraj
052744,1.0,271.0,Mělník,Středočeský kraj
093289,1.0,2649.0,Nymburk,Středočeský kraj
092801,1.0,593.0,Mělník,Středočeský kraj
195049,1.0,278.0,Mladá Boleslav,Středočeský kraj
081329,1.0,259.0,Mělník,Středočeský kraj
071331,1.0,325.0,Nymburk,Středočeský kraj
402966,1.0,50.0,Nymburk,Středočeský kraj
065510,1.0,998.0,Mladá Boleslav,Středočeský kraj
068543,1.0,446.0,Mladá Boleslav,Středočeský kraj
156159,1.0,20.0,Mělník,Středočeský kraj
196304,1.0,43.0,Mělník,Středočeský kraj
052736,1.0,16.0,Mělník,Středočeský kraj
008273,1.0,382.0,Mladá Boleslav,Středočeský kraj
402958,1.0,4254.0,Nymburk,Středočeský kraj
402931,1.0,6855.0,Nymburk,Středočeský kraj
402974,1.0,768.0,Nymburk,Středočeský kraj
123552,1.0,850.0,Nymburk,Středočeský kraj
014010,1.0,396.0,Mladá Boleslav,Středočeský kraj
061328,1.0,70.0,Mladá Boleslav,Středočeský kraj
156167,1.0,14.0,Mělník,Středočeský kraj
109754,1.0,152.0,Nymburk,Středočeský kraj
048356,1.0,169.0,Nymburk,Středočeský kraj
190900,1.0,110.0,Mladá Boleslav,Středočeský kraj
016471,1.0,73.0,Mělník,Středočeský kraj
066770,1.0,200.0,Mělník,Středočeský kraj
415626,1.0,220.0,Mělník,Středočeský kraj
415634,1.0,265.0,Mělník,Středočeský kraj
066745,1.0,109.0,Mělník,Středočeský kraj
171263,1.0,807.0,Mělník,Středočeský kraj
414913,1.0,74.0,Mladá Boleslav,Středočeský kraj
043753,1.0,1058.0,Mělník,Středočeský kraj
195791,1.0,755.0,Kutná Hora,Středočeský kraj
402737,1.0,0.0,Mladá Boleslav,Středočeský kraj
196312,1.0,77.0,Mělník,Středočeský kraj
064564,1.0,545.0,Mladá Boleslav,Středočeský kraj
007471,1.0,134.0,Mladá Boleslav,Středočeský kraj
031232,1.0,19.0,Mladá Boleslav,Středočeský kraj
168386,1.0,43.0,Mladá Boleslav,Středočeský kraj
066699,1.0,67.0,Mladá Boleslav,Středočeský kraj
044130,1.0,421.0,Mladá Boleslav,Středočeský kraj
027472,1.0,1962.0,Mladá Boleslav,Středočeský kraj
179418,1.0,198.0,Mladá Boleslav,Středočeský kraj
081914,1.0,144.0,Mělník,Středočeský kraj
081922,1.0,951.0,Mělník,Středočeský kraj
196339,1.0,136.0,Mělník,Středočeský kraj
059340,1.0,269.0,Mělník,Středočeský kraj
090573,1.0,74.0,Mladá Boleslav,Středočeský kraj
019232,1.0,367.0,Praha-východ,Středočeský kraj
066010,1.0,63.0,Praha-východ,Středočeský kraj
082660,1.0,3214.0,Praha-východ,Středočeský kraj
069051,1.0,325.0,Praha-východ,Středočeský kraj
113409,1.0,542.0,Nymburk,Středočeský kraj
108022,1.0,853.0,Praha-východ,Středočeský kraj
415111,1.0,9082.0,Nymburk,Středočeský kraj
055352,1.0,45.0,Mělník,Středočeský kraj
318493,1.0,292.0,Nymburk,Středočeský kraj
089559,1.0,1596.0,Nymburk,Středočeský kraj
156329,1.0,640.0,Nymburk,Středočeský kraj
185663,1.0,151.0,Mladá Boleslav,Středočeský kraj
052086,1.0,122.0,Mladá Boleslav,Středočeský kraj
052795,1.0,432.0,Nymburk,Středočeský kraj
019216,1.0,898.0,Praha-východ,Středočeský kraj
147214,1.0,1230.0,Nymburk,Středočeský kraj
187445,1.0,29.0,Mělník,Středočeský kraj
055379,1.0,606.0,Mělník,Středočeský kraj
019224,1.0,98.0,Praha-východ,Středočeský kraj
193356,1.0,583.0,Mělník,Středočeský kraj
403041,1.0,10901.0,Praha-východ,Středočeský kraj
108987,1.0,1045.0,Praha-východ,Středočeský kraj
072753,1.0,1043.0,Mělník,Středočeský kraj
093441,1.0,2147.0,Praha-východ,Středočeský kraj
402451,1.0,13715.0,Mělník,Středočeský kraj
091430,1.0,351.0,Mělník,Středočeský kraj
185248,1.0,252.0,Mělník,Středočeský kraj
156175,1.0,184.0,Mělník,Středočeský kraj
014770,1.0,265.0,Mladá Boleslav,Středočeský kraj
014788,1.0,53.0,Mladá Boleslav,Středočeský kraj
092223,1.0,388.0,Praha-východ,Středočeský kraj
113417,1.0,77.0,Nymburk,Středočeský kraj
102806,1.0,50.0,Mělník,Středočeský kraj
158798,1.0,99.0,Mladá Boleslav,Středočeský kraj
105406,1.0,779.0,Mělník,Středočeský kraj
076295,1.0,925.0,Nymburk,Středočeský kraj
402460,1.0,38.0,Mělník,Středočeský kraj
134279,1.0,40.0,Mladá Boleslav,Středočeský kraj
076287,1.0,53.0,Nymburk,Středočeský kraj
028231,1.0,44.0,Mladá Boleslav,Středočeský kraj
012688,1.0,1065.0,Mladá Boleslav,Středočeský kraj
402826,1.0,30.0,Mladá Boleslav,Středočeský kraj
058301,1.0,144.0,Mělník,Středočeský kraj
157538,1.0,320.0,Mělník,Středočeský kraj
069647,1.0,298.0,Mělník,Středočeský kraj
008281,1.0,56.0,Mladá Boleslav,Středočeský kraj
106844,1.0,37.0,Nymburk,Středočeský kraj
079774,1.0,25.0,Nymburk,Středočeský kraj
015415,1.0,114.0,Nymburk,Středočeský kraj
051179,1.0,42.0,Nymburk,Středočeský kraj
040908,1.0,168.0,Mladá Boleslav,Středočeský kraj
009512,1.0,144.0,Mladá Boleslav,Středočeský kraj
064548,1.0,77.0,Mladá Boleslav,Středočeský kraj
158801,1.0,50.0,Mladá Boleslav,Středočeský kraj
096644,1.0,1145.0,Mladá Boleslav,Středočeský kraj
034231,1.0,69.0,Nymburk,Středočeský kraj
160687,1.0,108.0,Nymburk,Středočeský kraj
318574,1.0,1161.0,Mladá Boleslav,Středočeský kraj
402575,1.0,514.0,Mladá Boleslav,Středočeský kraj
024571,1.0,252.0,Mladá Boleslav,Středočeský kraj
075094,1.0,240.0,Mladá Boleslav,Středočeský kraj
033901,1.0,376.0,Nymburk,Středočeský kraj
071340,1.0,571.0,Nymburk,Středočeský kraj
402401,1.0,19588.0,Mělník,Středočeský kraj
136654,1.0,135.0,Mladá Boleslav,Středočeský kraj
100293,1.0,11.0,Mělník,Středočeský kraj
300098,1.0,8.0,Mělník,Středočeský kraj
146650,1.0,119.0,Mělník,Středočeský kraj
402508,1.0,2.0,Mělník,Středočeský kraj
071145,1.0,1587.0,Nymburk,Středočeský kraj
017183,1.0,302.0,Mělník,Středočeský kraj
042641,1.0,120.0,Mladá Boleslav,Středočeský kraj
048364,1.0,73.0,Nymburk,Středočeský kraj
053082,1.0,22.0,Nymburk,Středočeský kraj
104922,1.0,87.0,Nymburk,Středočeský kraj
112003,1.0,83.0,Nymburk,Středočeský kraj
187054,1.0,801.0,Nymburk,Středočeský kraj
023795,1.0,219.0,Nymburk,Středočeský kraj
042668,1.0,133.0,Mladá Boleslav,Středočeský kraj
042129,1.0,570.0,Mladá Boleslav,Středočeský kraj
300101,1.0,1.0,Mladá Boleslav,Středočeský kraj
121592,1.0,341.0,Mladá Boleslav,Středočeský kraj
402800,1.0,139.0,Mladá Boleslav,Středočeský kraj
061301,1.0,76.0,Mladá Boleslav,Středočeský kraj
081469,1.0,135.0,Mladá Boleslav,Středočeský kraj
105279,1.0,262.0,Mladá Boleslav,Středočeský kraj
091421,1.0,291.0,Mělník,Středočeský kraj
181013,1.0,320.0,Nymburk,Středočeský kraj
101869,1.0,407.0,Mělník,Středočeský kraj
061280,1.0,480.0,Mladá Boleslav,Středočeský kraj
052752,1.0,230.0,Mělník,Středočeský kraj
110141,1.0,166.0,Praha-východ,Středočeský kraj
172782,1.0,347.0,Mladá Boleslav,Středočeský kraj
008303,1.0,39.0,Mladá Boleslav,Středočeský kraj
197289,1.0,133.0,Nymburk,Středočeský kraj
197271,1.0,46.0,Nymburk,Středočeský kraj
189812,1.0,7.0,Nymburk,Středočeský kraj
195022,1.0,29.0,Mladá Boleslav,Středočeský kraj
402753,1.0,483.0,Mladá Boleslav,Středočeský kraj
180491,1.0,82.0,Mladá Boleslav,Středočeský kraj
003123,1.0,170.0,Nymburk,Středočeský kraj
093297,1.0,59.0,Nymburk,Středočeský kraj
191680,1.0,263.0,Nymburk,Středočeský kraj
171841,1.0,76.0,Mladá Boleslav,Středočeský kraj
171859,1.0,376.0,Mladá Boleslav,Středočeský kraj
034240,1.0,675.0,Nymburk,Středočeský kraj
141429,1.0,29.0,Mladá Boleslav,Středočeský kraj
025798,1.0,107.0,Blansko,Jihomoravský kraj
156183,1.0,8.0,Mělník,Středočeský kraj
027715,1.0,39.0,Mělník,Středočeský kraj
402516,1.0,0.0,Mělník,Středočeský kraj
014168,1.0,16.0,Mělník,Středočeský kraj
402435,1.0,7.0,Mělník,Středočeský kraj
100307,1.0,8.0,Mělník,Středočeský kraj
402443,1.0,0.0,Mělník,Středočeský kraj
104795,1.0,50.0,Mělník,Středočeský kraj
150690,1.0,329.0,Nymburk,Středočeský kraj
161632,1.0,267.0,Mladá Boleslav,Středočeský kraj
402877,1.0,228.0,Mladá Boleslav,Středočeský kraj
075531,1.0,427.0,Nymburk,Středočeský kraj
118265,1.0,755.0,Nymburk,Středočeský kraj
063029,1.0,86.0,Mělník,Středočeský kraj
402729,1.0,5.0,Mladá Boleslav,Středočeský kraj
046621,1.0,274.0,Nymburk,Středočeský kraj
068012,1.0,88.0,Nymburk,Středočeský kraj
109762,1.0,39.0,Nymburk,Středočeský kraj
147443,1.0,202.0,Nymburk,Středočeský kraj
184098,1.0,96.0,Nymburk,Středočeský kraj
107280,1.0,77.0,Nymburk,Středočeský kraj
051373,1.0,129.0,Mladá Boleslav,Středočeský kraj
182290,1.0,309.0,Mladá Boleslav,Středočeský kraj
156051,1.0,541.0,Nymburk,Středočeský kraj
152617,1.0,77.0,Nymburk,Středočeský kraj
104019,1.0,260.0,Nymburk,Středočeský kraj
089117,1.0,111.0,Mladá Boleslav,Středočeský kraj
014460,1.0,964.0,Mladá Boleslav,Středočeský kraj
031003,1.0,234.0,Mladá Boleslav,Středočeský kraj
195057,1.0,189.0,Mladá Boleslav,Středočeský kraj
119598,1.0,41.0,Mladá Boleslav,Středočeský kraj
124087,1.0,201.0,Nymburk,Středočeský kraj
185884,1.0,176.0,Nymburk,Středočeský kraj
001503,1.0,121.0,Mladá Boleslav,Středočeský kraj
108804,1.0,248.0,Mladá Boleslav,Středočeský kraj
093301,1.0,86.0,Nymburk,Středočeský kraj
147648,1.0,99.0,Mladá Boleslav,Středočeský kraj
119601,1.0,302.0,Mladá Boleslav,Středočeský kraj
069981,1.0,497.0,Mladá Boleslav,Středočeský kraj
059935,1.0,331.0,Nymburk,Středočeský kraj
053066,1.0,34.0,Nymburk,Středočeský kraj
066788,1.0,335.0,Mělník,Středočeský kraj
402851,1.0,12.0,Mladá Boleslav,Středočeský kraj
008311,1.0,92.0,Mladá Boleslav,Středočeský kraj
300136,1.0,17.0,Mladá Boleslav,Středočeský kraj
124192,1.0,116.0,Mladá Boleslav,Středočeský kraj
028045,1.0,245.0,Nymburk,Středočeský kraj
142662,1.0,68.0,Nymburk,Středočeský kraj
188051,1.0,134.0,Mělník,Středočeský kraj
188069,1.0,274.0,Mělník,Středočeský kraj
402788,1.0,125.0,Mladá Boleslav,Středočeský kraj
049662,1.0,156.0,Mladá Boleslav,Středočeský kraj
104809,1.0,135.0,Mělník,Středočeský kraj
003441,1.0,78.0,Mladá Boleslav,Středočeský kraj
148601,1.0,39.0,Mělník,Středočeský kraj
103659,3.0,382.0,Mělník,Středočeský kraj
195740,1.0,83.0,Kutná Hora,Středočeský kraj
045837,1.0,9655.0,Praha-západ,Středočeský kraj
058602,1.0,926.0,Praha-západ,Středočeský kraj
136417,1.0,2796.0,Praha-západ,Středočeský kraj
173231,1.0,799.0,Praha-západ,Středočeský kraj
145513,1.0,2750.0,Praha-východ,Středočeský kraj
083810,1.0,108.0,Praha-západ,Středočeský kraj
081833,1.0,3526.0,Praha-západ,Středočeský kraj
136425,1.0,1493.0,Praha-západ,Středočeský kraj
171751,1.0,858.0,Praha-západ,Středočeský kraj
045829,1.0,132.0,Praha-západ,Středočeský kraj
155349,1.0,1141.0,Praha-západ,Středočeský kraj
041459,1.0,797.0,Praha-západ,Středočeský kraj
083801,1.0,343.0,Praha-západ,Středočeský kraj
161594,1.0,35.0,Praha-západ,Středočeský kraj
053074,1.0,181.0,Nymburk,Středočeský kraj
014575,1.0,320.0,Louny,Ústecký kraj
053091,1.0,21.0,Nymburk,Středočeský kraj
187399,2.0,948.0,Praha-východ,Středočeský kraj
108065,2.0,2433.0,Praha-západ,Středočeský kraj
031534,2.0,1454.0,Praha-západ,Středočeský kraj
173240,2.0,1185.0,Praha-západ,Středočeský kraj
060747,2.0,2245.0,Praha-západ,Středočeský kraj
136638,2.0,1011.0,Praha-západ,Středočeský kraj
032484,3.0,223.0,Příbram,Středočeský kraj
160041,1.0,166.0,Příbram,Středočeský kraj
054011,1.0,1053.0,Praha-západ,Středočeský kraj
021202,1.0,1533.0,Praha-západ,Středočeský kraj
155331,1.0,762.0,Praha-západ,Středočeský kraj
320901,1.0,895.0,Praha-východ,Středočeský kraj
145521,1.0,413.0,Praha-východ,Středočeský kraj
027481,1.0,613.0,Praha-západ,Středočeský kraj
174416,1.0,934.0,Praha-západ,Středočeský kraj
403148,1.0,316.0,Praha-západ,Středočeský kraj
058262,1.0,1350.0,Praha-západ,Středočeský kraj
055468,1.0,4681.0,Praha-západ,Středočeský kraj
168149,1.0,438.0,Příbram,Středočeský kraj
164828,2.0,907.0,Praha-západ,Středočeský kraj
143316,2.0,5158.0,Praha-západ,Středočeský kraj
108120,2.0,94.0,Praha-východ,Středočeský kraj
157082,3.0,1003.0,Praha-východ,Středočeský kraj
159433,3.0,305.0,Praha-východ,Středočeský kraj
075060,1.0,280.0,Rakovník,Středočeský kraj
086339,2.0,132.0,Rakovník,Středočeský kraj
135046,2.0,10.0,Rakovník,Středočeský kraj
076406,1.0,25.0,Rakovník,Středočeský kraj
171174,2.0,499.0,Rakovník,Středočeský kraj
151025,2.0,81.0,Rakovník,Středočeský kraj
170151,2.0,164.0,Rakovník,Středočeský kraj
405442,1.0,136.0,Domažlice,Plzeňský kraj
044911,1.0,41.0,Domažlice,Plzeňský kraj
014176,1.0,134.0,Mladá Boleslav,Středočeský kraj
402605,1.0,9409.0,Mladá Boleslav,Středočeský kraj
044776,1.0,5151.0,Praha-západ,Středočeský kraj
027693,1.0,17.0,Praha-východ,Středočeský kraj
403202,1.0,1742.0,Praha-západ,Středočeský kraj
029394,1.0,231.0,Mladá Boleslav,Středočeský kraj
096610,1.0,1094.0,Mladá Boleslav,Středočeský kraj
402583,1.0,384.0,Mladá Boleslav,Středočeský kraj
194018,1.0,91.0,Mladá Boleslav,Středočeský kraj
004839,1.0,305.0,Mladá Boleslav,Středočeský kraj
049174,1.0,242.0,Mladá Boleslav,Středočeský kraj
004855,1.0,68.0,Mladá Boleslav,Středočeský kraj
061336,1.0,72.0,Mladá Boleslav,Středočeský kraj
402559,1.0,1237.0,Mladá Boleslav,Středočeský kraj
402842,1.0,13.0,Mladá Boleslav,Středočeský kraj
061344,1.0,32.0,Mladá Boleslav,Středočeský kraj
096580,1.0,260.0,Mladá Boleslav,Středočeský kraj
096458,1.0,187.0,Mladá Boleslav,Středočeský kraj
096440,1.0,124.0,Mladá Boleslav,Středočeský kraj
082791,1.0,193.0,Mladá Boleslav,Středočeský kraj
061506,1.0,388.0,Mladá Boleslav,Středočeský kraj
402567,1.0,912.0,Mladá Boleslav,Středočeský kraj
402591,1.0,26057.0,Mladá Boleslav,Středočeský kraj
402656,1.0,5.0,Mladá Boleslav,Středočeský kraj
194000,1.0,76.0,Mladá Boleslav,Středočeský kraj
415812,1.0,0.0,Mladá Boleslav,Středočeský kraj
004847,1.0,58.0,Mladá Boleslav,Středočeský kraj
141411,1.0,44.0,Mladá Boleslav,Středočeský kraj
105830,1.0,291.0,Mladá Boleslav,Středočeský kraj
096571,1.0,356.0,Mladá Boleslav,Středočeský kraj
156302,1.0,303.0,Mladá Boleslav,Středočeský kraj
402672,1.0,4320.0,Mladá Boleslav,Středočeský kraj
054801,1.0,333.0,Mladá Boleslav,Středočeský kraj
402885,1.0,4722.0,Mladá Boleslav,Středočeský kraj
120961,1.0,872.0,Mladá Boleslav,Středočeský kraj
030783,1.0,126.0,Rychnov nad Kněžnou,Královéhradecký kraj
402869,1.0,158.0,Mladá Boleslav,Středočeský kraj
300110,1.0,16.0,Mladá Boleslav,Středočeský kraj
136646,1.0,71.0,Mladá Boleslav,Středočeský kraj
102946,1.0,199.0,Mladá Boleslav,Středočeský kraj
140848,1.0,193.0,Mladá Boleslav,Středočeský kraj
008982,2.0,1372.0,Mladá Boleslav,Středočeský kraj
402681,1.0,174.0,Mladá Boleslav,Středočeský kraj
103551,1.0,449.0,Mladá Boleslav,Středočeský kraj
